(PDH-CSV 4.0) (Eastern Daylight Time)(240),\\ELBDCSNWH328\DNS\Total Response Sent/sec,\\ELBDCSNWH328\DNS\Total Query Received/sec
9/12/2016 21:05:16,19.05739435,19.05739435
9/12/2016 21:05:31,24.41354305,24.41354305
9/12/2016 21:05:46,19.79057525,19.79057525
9/12/2016 21:06:01,24.01353091,24.01353091
9/12/2016 21:06:16,23.1888049,23.1888049
9/12/2016 21:06:31,18.27658834,18.27658834
9/12/2016 21:06:46,19.52422896,19.52422896
9/12/2016 21:07:01,19.87733219,19.87733219
9/12/2016 21:07:16,17.19203495,17.19203495
9/12/2016 21:07:31,19.41078791,19.41078791
9/12/2016 21:07:46,22.92235375,22.92235375
9/12/2016 21:08:01,29.98563257,29.98563257
9/12/2016 21:08:16,19.5442014,19.5442014
9/12/2016 21:08:31,19.05742442,19.05742442
9/12/2016 21:08:46,18.21021038,18.21021038
9/12/2016 21:09:01,20.79001052,20.79001052
9/12/2016 21:09:16,18.41026357,18.41026357
9/12/2016 21:09:31,18.52421202,18.52421202
9/12/2016 21:09:46,21.54541846,21.54541846
9/12/2016 21:10:01,17.79159224,17.79159224
9/12/2016 22:00:01, , 
9/12/2016 22:00:16,30.07204392,30.07204392
9/12/2016 22:00:31,32.58473375,32.58473375
9/12/2016 22:00:46,30.15023407,30.15023407
9/12/2016 22:01:01,25.32114899,25.32114899
9/12/2016 22:01:16,19.21073899,19.21073899
9/12/2016 22:01:31,55.17318802,55.17318802
9/12/2016 22:01:46,18.34357382,18.34357382
9/12/2016 22:02:01,19.18852902,19.18852902
9/12/2016 22:02:16,21.74804571,21.74804571
9/12/2016 22:02:31,16.79186171,16.79186171
9/12/2016 22:02:46,18.5400977,18.5400977
9/12/2016 22:03:01,22.99336138,22.99336138
9/12/2016 22:03:16,39.62224404,39.62224404
9/12/2016 22:03:31,18.39061968,18.39061968
9/12/2016 22:03:46,20.67853793,20.67853793
9/12/2016 22:04:01,18.19143166,18.19143166
9/12/2016 22:04:16,19.52389867,19.52389867
9/12/2016 22:04:31,18.54370255,18.54370255
9/12/2016 22:04:46,25.12113821,25.12113821
9/12/2016 22:05:01,18.61038926,18.61038926
9/12/2016 22:05:16,19.99043399,19.99043399
9/12/2016 22:05:31,30.75064236,30.75064236
9/12/2016 22:05:46,16.85830873,16.85830873
9/12/2016 22:06:01,20.01115251,20.01115251
9/12/2016 22:06:16,19.12434037,19.12434037
9/12/2016 22:06:31,17.40977714,17.40977714
9/12/2016 22:06:46,17.92240453,17.92240453
9/12/2016 22:07:01,17.01153906,17.01153906
9/12/2016 22:07:16,18.65772355,18.65772355
9/12/2016 22:07:31,23.07475632,23.07475632
9/12/2016 22:07:46,17.92850738,17.92850738
9/12/2016 22:08:01,68.03354868,68.10018291
9/12/2016 22:08:16,20.7450206,20.67831635
9/12/2016 22:08:31,17.05834847,17.05834847
9/12/2016 22:08:46,16.60927771,16.60927771
9/12/2016 22:09:01,17.39163945,17.39163945
9/12/2016 22:09:16,22.27926508,22.27926508
9/12/2016 22:09:31,14.39296927,14.39296927
9/12/2016 22:09:46,19.21082634,19.27753059
9/12/2016 22:10:01,33.31716966,33.25053532
9/12/2016 23:00:01, , 
9/12/2016 23:00:16,16.32864973,16.32864973
9/12/2016 23:00:31,19.92381043,19.92381043
9/12/2016 23:00:46,17.74322272,17.74322272
9/12/2016 23:01:01,17.99112375,17.99112375
9/12/2016 23:01:16,18.87744497,18.87744497
9/12/2016 23:01:31,20.39011666,20.39011666
9/12/2016 23:01:46,18.61040617,18.61040617
9/12/2016 23:02:01,18.92420767,18.92420767
9/12/2016 23:02:16,16.54253972,16.54253972
9/12/2016 23:02:31,20.72337424,20.72337424
9/12/2016 23:02:46,17.47641621,17.47641621
9/12/2016 23:03:01,19.85695836,19.85695836
9/12/2016 23:03:16,15.40867085,15.40867085
9/12/2016 23:03:31,31.71245686,31.71245686
9/12/2016 23:03:46,31.72356218,31.72356218
9/12/2016 23:04:01,20.87854037,20.87854037
9/12/2016 23:04:16,18.79070818,18.79070818
9/12/2016 23:04:31,19.14415249,19.14415249
9/12/2016 23:04:46,18.12450883,18.12450883
9/12/2016 23:05:01,21.87701016,21.87701016
9/12/2016 23:05:16,22.85767494,22.85767494
9/12/2016 23:05:31,18.67717696,18.67717696
9/12/2016 23:05:46,18.45766174,18.45766174
9/12/2016 23:06:01,20.07804287,20.07804287
9/12/2016 23:06:16,36.84864079,36.84864079
9/12/2016 23:06:31,84.44745937,84.44745937
9/12/2016 23:06:46,19.32397432,19.32397432
9/12/2016 23:07:01,17.81007625,17.81007625
9/12/2016 23:07:16,19.79035079,19.79035079
9/12/2016 23:07:31,53.17438937,53.17438937
9/12/2016 23:07:46,39.75562023,39.75562023
9/12/2016 23:08:01,19.7905081,19.7905081
9/12/2016 23:08:16,21.74533336,21.74533336
9/12/2016 23:08:31,15.99237965,15.99237965
9/12/2016 23:08:46,19.8777639,19.8777639
9/12/2016 23:09:01,16.32546822,16.32546822
9/12/2016 23:09:16,18.6770313,18.6770313
9/12/2016 23:09:31,16.92512715,16.92512715
9/12/2016 23:09:46,19.47760335,19.47760335
9/12/2016 23:10:01,19.65731855,19.65731855
9/13/2016 0:00:01, , 
9/13/2016 0:00:16,53.94798202,53.94798202
9/13/2016 0:00:31,20.19035872,20.19035872
9/13/2016 0:00:46,19.5440895,19.5440895
9/13/2016 0:01:01,18.99091477,18.99091477
9/13/2016 0:01:16,17.14294594,17.14294594
9/13/2016 0:01:31,20.05699223,20.05699223
9/13/2016 0:01:46,20.81146152,20.87816492
9/13/2016 0:02:01,20.72341715,20.65678237
9/13/2016 0:02:16,15.94219693,15.94219693
9/13/2016 0:02:31,17.85488593,17.85488593
9/13/2016 0:02:46,18.34648434,18.34648434
9/13/2016 0:03:01,21.59011292,21.59011292
9/13/2016 0:03:16,17.87339234,17.87339234
9/13/2016 0:03:31,16.52833065,16.52833065
9/13/2016 0:03:46,31.75106607,31.75106607
9/13/2016 0:04:01,19.65720283,19.65720283
9/13/2016 0:04:16,16.32550803,16.32550803
9/13/2016 0:04:31,16.6093424,16.6093424
9/13/2016 0:04:46,17.52480767,17.52480767
9/13/2016 0:05:01,19.87772066,19.87772066
9/13/2016 0:05:16,19.19080056,19.19080056
9/13/2016 0:05:31,17.14284299,17.14284299
9/13/2016 0:05:46,19.45744278,19.45744278
9/13/2016 0:06:01,18.27672789,18.27672789
9/13/2016 0:06:16,19.39071303,19.39071303
9/13/2016 0:06:31,17.60983628,17.60983628
9/13/2016 0:06:46,15.79238266,15.79238266
9/13/2016 0:07:01,16.07574253,16.07574253
9/13/2016 0:07:16,17.32490742,17.32490742
9/13/2016 0:07:31,18.67703374,18.74373743
9/13/2016 0:07:46,16.65855886,16.59192462
9/13/2016 0:08:01,19.45739361,19.45739361
9/13/2016 0:08:16,26.34813212,26.34813212
9/13/2016 0:08:31,19.99025928,19.99025928
9/13/2016 0:08:46,19.54440745,19.54440745
9/13/2016 0:09:01,18.39114279,18.39114279
9/13/2016 0:09:16,17.80995801,17.80995801
9/13/2016 0:09:31,18.12437126,18.12437126
9/13/2016 0:09:46,20.81180891,20.81180891
9/13/2016 0:10:01,20.25688139,20.25688139
9/13/2016 1:00:01, , 
9/13/2016 1:00:16,18.99666862,18.99666862
9/13/2016 1:00:31,14.92624087,14.92624087
9/13/2016 1:00:46,17.67657339,17.67657339
9/13/2016 1:01:01,16.72530207,16.72530207
9/13/2016 1:01:16,17.60986729,17.60986729
9/13/2016 1:01:31,14.59294557,14.59294557
9/13/2016 1:01:46,19.54424647,19.54424647
9/13/2016 1:02:01,17.32502602,17.32502602
9/13/2016 1:02:16,17.20956382,17.20956382
9/13/2016 1:02:31,13.92665476,13.92665476
9/13/2016 1:02:46,19.14398803,19.14398803
9/13/2016 1:03:01,18.52450315,18.52450315
9/13/2016 1:03:16,18.87706989,18.87706989
9/13/2016 1:03:31,15.79239729,15.79239729
